"Name","Label","Betweenness Centrality (BC)","Ranking by BC","Degree"
"starPep_11191","Peptide","891.1377320408043","785","2"
"starPep_11193","Peptide","0.0","2576","1"
"starPep_11194","Peptide","0.0","2577","1"
"starPep_11195","Peptide","0.0","2578","1"
"starPep_11202","Peptide","0.0","2579","1"
"starPep_11216","Peptide","0.0","2580","1"
"starPep_11235","Peptide","0.0","2581","1"
"starPep_11244","Peptide","0.0","2582","1"
"starPep_11245","Peptide","0.0","2583","1"
"starPep_11249","Peptide","0.0","2584","1"
"starPep_11250","Peptide","0.0","2585","1"
"starPep_11254","Peptide","0.0","2586","1"
"starPep_11255","Peptide","0.0","2587","1"
"starPep_11262","Peptide","0.0","2588","1"
"starPep_11288","Peptide","0.0","2589","1"
"starPep_11305","Peptide","0.0","2590","1"
"starPep_11307","Peptide","0.0","2591","1"
"starPep_11308","Peptide","0.0","2592","1"
"starPep_11310","Peptide","0.0","2593","1"
"starPep_11319","Peptide","0.0","2594","1"
"starPep_11404","Peptide","0.0","2595","0"
"starPep_11427","Peptide","1914.308781962764","637","5"
"starPep_11428","Peptide","1914.308781962764","638","5"
"starPep_11491","Peptide","0.0","2596","1"
"starPep_11492","Peptide","0.0","2597","1"
"starPep_11493","Peptide","0.0","2598","1"
"starPep_11494","Peptide","0.0","2599","1"
"starPep_11520","Peptide","0.0","2600","0"
"starPep_11535","Peptide","7.259945922842637","1991","3"
"starPep_11536","Peptide","0.0","2601","0"
"starPep_11537","Peptide","0.0","2602","0"
"starPep_11539","Peptide","7.259945922842637","1992","3"
"starPep_11540","Peptide","0.0","2603","0"
"starPep_11549","Peptide","0.0","2604","0"
"starPep_11554","Peptide","0.0","2605","0"
"starPep_11564","Peptide","7.259945922842637","1993","3"
"starPep_11566","Peptide","0.0","2606","0"
"starPep_11568","Peptide","0.0","2607","0"
"starPep_11570","Peptide","0.0","2608","0"
"starPep_11573","Peptide","0.0","2609","0"
"starPep_11592","Peptide","0.0","2610","0"
"starPep_11598","Peptide","0.0","2611","0"
"starPep_11599","Peptide","0.0","2612","0"
"starPep_11610","Peptide","7.259945922842637","1994","3"
"starPep_11625","Peptide","0.0","2613","0"
"starPep_11626","Peptide","0.0","2614","0"
"starPep_11627","Peptide","0.0","2615","0"
"starPep_11632","Peptide","0.0","2616","0"
"starPep_11633","Peptide","0.0","2617","0"
"starPep_11636","Peptide","0.0","2618","0"
"starPep_11637","Peptide","0.0","2619","0"
"starPep_11638","Peptide","0.0","2620","0"
"starPep_11639","Peptide","0.0","2621","0"
"starPep_11640","Peptide","0.0","2622","0"
"starPep_11645","Peptide","0.0","2623","0"
"starPep_11650","Peptide","0.0","2624","0"
"starPep_11651","Peptide","0.0","2625","0"
"starPep_11674","Peptide","0.0","2626","0"
"starPep_11687","Peptide","0.0","2627","0"
"starPep_11692","Peptide","0.0","2628","0"
"starPep_11693","Peptide","0.0","2629","0"
"starPep_11696","Peptide","0.0","2630","0"
"starPep_11702","Peptide","0.0","2631","0"
"starPep_11703","Peptide","0.0","2632","0"
"starPep_11731","Peptide","0.0","2633","1"
"starPep_11742","Peptide","0.0","2634","0"
"starPep_11743","Peptide","0.0","2635","0"
"starPep_11744","Peptide","0.0","2636","0"
"starPep_11745","Peptide","0.0","2637","0"
"starPep_11799","Peptide","0.0","2638","0"
"starPep_11800","Peptide","0.0","2639","0"
"starPep_11812","Peptide","0.0","2640","0"
"starPep_11820","Peptide","0.0","2641","0"
"starPep_11830","Peptide","1914.308781962764","639","5"
"starPep_11831","Peptide","1586.5367596812403","664","4"
"starPep_11836","Peptide","0.0","2642","1"
"starPep_11837","Peptide","0.0","2643","1"
"starPep_11842","Peptide","0.6999285665583403","2057","2"
"starPep_11864","Peptide","0.0","2644","0"
"starPep_11890","Peptide","0.0","2645","1"
"starPep_11895","Peptide","0.0","2646","0"
"starPep_11953","Peptide","0.0","2647","1"
"starPep_11960","Peptide","0.0","2648","1"
"starPep_11985","Peptide","0.0","2649","1"
"starPep_11991","Peptide","0.6999285665583403","2058","2"
"starPep_12071","Peptide","0.0","2650","1"
"starPep_12102","Peptide","0.0","2651","1"
"starPep_12103","Peptide","0.0","2652","1"
"starPep_12115","Peptide","0.0","2653","1"
"starPep_12116","Peptide","0.0","2654","1"
"starPep_12117","Peptide","0.0","2655","1"
"starPep_12118","Peptide","0.0","2656","1"
"starPep_12119","Peptide","0.0","2657","1"
"starPep_12120","Peptide","0.0","2658","1"
"starPep_12171","Peptide","0.0","2659","1"
"starPep_12346","Peptide","0.0","2660","1"
"starPep_12374","Peptide","0.0","2661","1"
"starPep_12396","Peptide","0.0","2662","1"
"starPep_12404","Peptide","0.0","2663","1"
"starPep_12420","Peptide","0.0","2664","1"
"starPep_12443","Peptide","0.0","2665","1"
"starPep_12479","Peptide","0.0","2666","1"
"starPep_12480","Peptide","0.0","2667","1"
"starPep_12481","Peptide","0.0","2668","1"
"starPep_12482","Peptide","0.0","2669","1"
"starPep_12483","Peptide","0.0","2670","1"
"starPep_12588","Peptide","0.0","2671","1"
"starPep_12589","Peptide","0.0","2672","1"
"starPep_12610","Peptide","0.0","2673","1"
"starPep_12611","Peptide","0.0","2674","1"
"starPep_12612","Peptide","0.0","2675","1"
"starPep_12613","Peptide","0.0","2676","1"
"starPep_12614","Peptide","0.0","2677","1"
"starPep_12615","Peptide","0.0","2678","1"
"starPep_12667","Peptide","500.27743158553835","949","2"
"starPep_12668","Peptide","500.27743158553835","950","2"
"starPep_12669","Peptide","500.27743158553835","951","2"
"starPep_12670","Peptide","500.27743158553835","952","2"
"starPep_12707","Peptide","0.0","2679","1"
"starPep_12936","Peptide","0.0","2680","1"
"starPep_13007","Peptide","0.0","2681","1"
"starPep_13008","Peptide","0.0","2682","1"
"starPep_13054","Peptide","0.0","2683","1"
"starPep_13078","Peptide","0.0","2684","1"
"starPep_13104","Peptide","0.0","2685","1"
"starPep_13105","Peptide","0.0","2686","1"
"starPep_13159","Peptide","0.0","2687","1"
"starPep_13165","Peptide","0.0","2688","1"
"starPep_13196","Peptide","0.0","2689","1"
"starPep_13232","Peptide","0.0","2690","1"
"starPep_13275","Peptide","0.0","2691","1"
"starPep_13276","Peptide","0.0","2692","1"
"starPep_13277","Peptide","0.0","2693","1"
"starPep_13373","Peptide","0.0","2694","1"
"starPep_13374","Peptide","0.0","2695","1"
"starPep_13375","Peptide","0.0","2696","1"
"starPep_13432","Peptide","0.0","2697","1"
"starPep_13446","Peptide","0.0","2698","1"
"starPep_13460","Peptide","0.0","2699","0"
"starPep_13473","Peptide","0.0","2700","1"
"starPep_13474","Peptide","0.0","2701","1"
"starPep_13475","Peptide","0.0","2702","1"
"starPep_13476","Peptide","500.27743158553835","953","2"
"starPep_13477","Peptide","0.0","2703","1"
"starPep_13478","Peptide","0.0","2704","1"
"starPep_13479","Peptide","0.0","2705","1"
"starPep_13480","Peptide","0.0","2706","1"
"starPep_13481","Peptide","0.0","2707","1"
"starPep_13482","Peptide","0.0","2708","1"
"starPep_13523","Peptide","0.0","2709","1"
"starPep_13610","Peptide","0.0","2710","1"
"starPep_13684","Peptide","0.0","2711","1"
"starPep_13710","Peptide","0.0","2712","1"
"starPep_13711","Peptide","0.0","2713","1"
"starPep_13770","Peptide","500.27743158553835","954","2"
"starPep_13777","Peptide","0.0","2714","1"
"starPep_13818","Peptide","0.0","2715","1"
"starPep_13874","Peptide","0.0","2716","1"
"starPep_14962","Peptide","0.0","2717","0"
"starPep_17024","Peptide","0.0","2718","0"
"starPep_19904","Peptide","0.0","2719","0"
"starPep_20198","Peptide","0.0","2720","0"
"starPep_20283","Peptide","0.0","2721","0"
"starPep_20284","Peptide","0.0","2722","0"
"starPep_20686","Peptide","0.0","2723","0"
"starPep_21062","Peptide","0.0","2724","0"
"starPep_22453","Peptide","0.0","2725","0"
"starPep_22713","Peptide","0.0","2726","0"
"starPep_22750","Peptide","0.0","2727","0"
"starPep_23159","Peptide","0.0","2728","0"
"starPep_23185","Peptide","0.0","2729","0"
"starPep_23186","Peptide","0.0","2730","0"
"starPep_23188","Peptide","0.0","2731","0"
"starPep_23192","Peptide","0.0","2732","0"
"starPep_23206","Peptide","0.0","2733","0"
"starPep_23207","Peptide","0.0","2734","0"
"starPep_23208","Peptide","0.0","2735","0"
"starPep_23209","Peptide","0.0","2736","0"
"starPep_23212","Peptide","0.0","2737","0"
"starPep_23214","Peptide","0.0","2738","0"
"starPep_23217","Peptide","0.0","2739","0"
"starPep_23227","Peptide","0.0","2740","0"
"starPep_23245","Peptide","0.0","2741","0"
"starPep_23251","Peptide","0.0","2742","0"
"starPep_23252","Peptide","0.0","2743","0"
"starPep_23254","Peptide","0.0","2744","0"
"starPep_23255","Peptide","0.0","2745","0"
"starPep_23256","Peptide","0.0","2746","0"
"starPep_24042","Peptide","0.0","2747","0"
"starPep_26620","Peptide","0.0","2748","0"
"starPep_26621","Peptide","0.0","2749","0"
"starPep_26622","Peptide","0.0","2750","0"
"starPep_26623","Peptide","0.0","2751","0"
"starPep_27131","Peptide","0.0","2752","0"
"starPep_27173","Peptide","0.0","2753","0"
"starPep_29246","Peptide","0.0","2754","0"
"starPep_30144","Peptide","0.0","2755","0"
"starPep_30509","Peptide","0.0","2756","0"
"starPep_30515","Peptide","0.0","2757","0"
"starPep_31998","Peptide","0.0","2758","0"
"starPep_32013","Peptide","0.0","2759","0"
"starPep_32014","Peptide","0.0","2760","0"
"starPep_32053","Peptide","0.0","2761","0"
"starPep_32054","Peptide","0.0","2762","0"
"starPep_32131","Peptide","0.0","2763","0"
"starPep_32280","Peptide","0.0","2764","0"
"starPep_32281","Peptide","0.0","2765","0"
"starPep_32362","Peptide","0.0","2766","0"
"starPep_32454","Peptide","0.0","2767","0"
"starPep_32459","Peptide","0.0","2768","0"
"starPep_32462","Peptide","0.0","2769","0"
"starPep_32466","Peptide","0.0","2770","0"
"starPep_32469","Peptide","0.0","2771","0"
"starPep_32546","Peptide","0.0","2772","0"
"starPep_32607","Peptide","0.0","2773","0"
"starPep_32648","Peptide","0.0","2774","0"
"starPep_32701","Peptide","0.0","2775","0"
"starPep_32702","Peptide","0.0","2776","0"
"starPep_32802","Peptide","0.0","2777","0"
"starPep_32978","Peptide","0.0","2778","0"
"starPep_32981","Peptide","0.0","2779","0"
"starPep_33037","Peptide","0.0","2780","0"
"starPep_33608","Peptide","0.0","2781","0"
"starPep_34367","Peptide","0.0","2782","0"
"starPep_37428","Peptide","0.0","2783","0"
"starPep_40807","Peptide","0.0","2784","0"
"starPep_41594","Peptide","0.0","2785","0"
"starPep_44675","Peptide","0.0","2786","0"
